bedrooms;bathrooms;sqft_living;sqft_lot;floors;condition;yr_built;price
3;1.75;1760;6500;1;3;1987;240000
3;1.75;1680;6200;1.5;3;1916;545000
3;1.75;1320;2500;1;3;1918;530000
1;1;870;26326;1;3;1939;157000
4;1;1260;7645;1.5;3;1925;425000
3;1;1000;6020;1;3;1944;220000
4;1.75;2020;36400;1;4;1976;521000
3;1;1920;6862;1;3;1952;325000
3;2;2150;5400;1.5;4;1911;597500
3;2.5;1470;3976;2;3;1999;337000
3;2.5;3180;10492;2;3;1991;1000000
3;2.5;3930;55867;1;4;1957;3070000
3;1;990;6000;1;3;1943;495000
4;3.5;2770;3330;2;3;2001;748000
3;1.5;1250;8710;1;4;1953;888000
3;1.75;1140;22267;1;3;1986;269900
4;2.5;2250;14440;1;3;1967;496500
3;2.5;1640;5097;2;3;1969;475000
3;1.5;1255;1374;3;3;2004;312000
3;1;1290;12231;1;3;1976;323000
3;1.75;1300;9079;1;3;1986;331000
3;1.5;1220;1086;3;3;2007;306000
4;2.5;2630;4000;3;3;2002;655000
3;1.5;1950;15954;1;4;1959;290000
4;3.25;3160;5000;2;5;1965;1250000
3;1.75;1550;4708;1;4;1949;460000
4;2.5;1700;6380;1;4;1940;435000
4;2.75;2510;11880;1;5;1978;664000
4;1.75;1800;4180;2;4;1921;865000
3;1.75;1800;18000;1;3;1968;385000
3;2.25;1870;9315;1;3;1975;497000
2;1;1010;3000;1;4;1925;280000
2;1.5;1120;17487;1;3;1924;188000
3;1;2090;4755;1;3;1969;478500
4;3.5;4370;18361;2;3;2001;1145000
3;2;1440;7187;1;4;1981;222000
4;3;2580;209523;2;3;1984;799000
4;2.5;3190;7399;2;3;2006;609900
4;3.5;2380;5809;2;4;1995;413000
4;1;1420;4875;1.5;3;1930;400000
5;2.75;2990;6768;2;3;2014;802541
3;2.5;2680;7757;2;3;1990;320000
4;2.5;2730;7649;2;3;2006;507000
3;1;1220;8329;1;3;1946;387500
3;1;1500;12616;1;3;1967;396000
3;1.75;1830;11788;1;3;1958;373000
5;2.5;4570;19252;2;5;1965;1484900
4;2.25;2470;7698;2;3;1983;359900
2;1;800;4342;1;3;1927;410000
4;2.5;2900;23488;2;3;1992;690000
3;2;1410;5760;1;3;1985;245000
5;2.5;2830;25958;1;5;1979;700000
4;1.75;1680;9966;1;3;1977;268000
3;1.75;1760;26055;1;3;1979;225000
4;2.25;2240;11034;2;3;1976;980000
2;1;1380;5000;1.5;3;1905;795000
2;1;820;5100;1;3;1953;195000
4;2;2180;10575;1;2;1950;480000
4;2;1400;3600;1;3;1900;485000
2;1;880;9000;1;3;1928;130000
2;1;1060;5703;1;4;1946;325000
3;1.75;1530;7245;1;4;1984;440000
4;1.75;2480;14782;1;3;1958;550000
3;1.75;1490;7150;1;5;1967;310000
3;2.5;3660;39478;2;4;1989;530000
4;2.5;2340;8548;2;3;1993;390000
3;1.75;1450;12125;1;4;1981;243000
4;2.5;2210;9875;2;3;1990;639000
4;1;1130;7400;1;4;1969;215000
5;1.75;1550;10500;1;3;1961;405000
4;1.75;1710;7140;1;5;1968;250000
3;1.5;1010;8108;1;5;1954;405500
6;2.25;2660;13579;2;3;1937;452000
6;2.25;2660;13579;2;3;1937;730000
3;2;1300;9644;1;3;1994;267000
3;2.5;1670;6186;2;3;2002;289950
2;1;960;4080;1;5;1911;565000
4;3.25;4670;51836;2;4;1988;1578000
3;2.5;2140;2770;2;3;2007;636000
5;3;2520;5500;1;3;2004;350000
3;1.5;1650;9380;1;5;1978;320000
2;1.75;1440;5680;1;4;1978;210000
2;1;1050;5900;1;3;1950;245000
3;1.75;1470;7650;1;3;1983;328000
4;2.25;4230;37769;2;3;1989;985000
3;1.75;1970;7972;1;5;1976;501000
3;2.25;1540;17424;2;3;1992;315000
3;2.75;2090;8354;2;3;2012;403000
3;2;2380;17950;2;4;1934;550000
4;2.5;2156;3562;2;3;2012;347500
4;2.25;2070;8893;2;4;1986;365000
3;1;1910;8167;1;4;1951;588000
3;1.75;1920;7400;1;4;1977;605000
3;3.25;3400;5979;2;4;1937;1300000
3;2;1400;9177;1;3;1974;233000
4;2.5;2210;17715;2;3;1997;360000
2;1.75;1170;4887;1;3;1929;459000
3;2;2100;72745;1;4;1995;740000
3;1;1160;9750;1;3;1967;305000
3;1;1500;4000;1;3;1925;395000
4;2.5;2940;6000;2;3;2000;560000
4;1.75;2010;5070;1;4;1963;650000
3;2.5;2170;4912;2;3;2003;449950
3;1.5;1430;5200;1;4;1940;517500
4;1.5;1510;6460;1;3;1970;435000
3;1;1150;6908;1;3;1952;329999
3;1.75;2150;4200;1;5;1960;950000
3;1;1370;6001;1;5;1944;447000
2;2.5;2380;6600;1;3;2010;699800
3;1.75;1370;3850;1;5;1911;850000
3;1.75;1600;14250;1;3;1979;316500
5;3.5;3750;9612;1;4;1981;942500
2;2.25;3950;3938;2;3;1991;1310000
4;2.25;2400;13430;1;4;1964;856600
5;1.5;2830;4000;2.5;4;1918;405600
4;2.5;2440;22594;2;3;1996;565000
3;2.25;1190;1149;2;3;2008;400000
3;2;1400;218252;1;3;1997;330000
4;2.75;2730;4683;2;3;2005;374950
3;2.75;2390;7939;1;5;1983;405300
3;2.25;2060;31400;2;3;1984;560000
4;2.25;2490;9864;1;4;1961;824000
3;1.75;1100;10968;1;5;1984;260000
4;2.5;2430;6099;1;5;1965;760000
3;2.5;3170;12750;2;3;1995;405000
4;2.5;2640;8625;2;3;1987;429900
3;1.5;1130;7223;1;4;1961;341500
5;2;1940;7642;1.5;3;1957;465250
2;2;1100;3000;1.5;3;1912;450000
3;1;1200;10800;1;4;1955;390000
3;2.25;2000;8030;1;4;1963;420000
3;2.5;1890;4838;2;3;2002;269950
4;2;1910;2874;1;3;1910;493000
4;2.5;2710;5880;2;3;1998;370000
5;4.25;4860;9453;1.5;5;1905;2250000
3;1;1250;23680;1;5;1967;305000
3;1.75;1590;8219;1.5;5;1938;400000
3;1.5;1240;1221;2;3;2009;320000
4;1;2000;4800;2;4;1911;715000
6;2.75;3610;10003;1.5;4;1966;650000
5;1.75;1930;8040;1;4;1966;218000
2;1;1280;5400;1;3;1964;500000
4;2;2090;40419;1;4;1984;460000
3;1.5;1940;9887;1;4;1969;232500
3;2.5;1800;5761;2;4;1990;408200
3;1.75;1730;8400;1;4;1980;522000
4;2.5;2810;11120;2;3;1982;675000
4;3.5;3550;11000;1;3;1999;1355000
4;1;1330;7980;1.5;3;1952;249950
2;1;750;34133;1;3;1950;210000
4;1;1760;7216;1;3;1947;429950
4;2.5;3200;36276;2;3;1993;737500
4;2;1740;9000;1;5;1958;710000
3;2.5;2100;4700;2;3;1999;470000
4;3.5;4270;40097;1;4;1993;1100000
3;2;1340;2720;1.5;3;1913;650000
4;2.5;3190;8684;1;5;1967;1216000
3;2.5;1630;4534;2;3;1987;422120
5;2.5;2990;15085;2;3;2007;625000
4;1;1550;7740;1.5;3;1954;385200
3;2.25;1690;4964;2;3;1989;500000
4;2.25;1960;12243;2;3;1989;308000
3;2.75;2390;9966;1;5;1977;565000
3;2.5;2600;4438;2;3;2004;581000
3;2;1950;8698;1;3;1999;361000
3;1;1250;7210;1;4;1964;345000
2;2.25;1180;1253;2;3;2008;419000
3;2.5;1680;4308;2;3;2004;347000
4;2.25;2220;36085;2;3;1989;625000
4;4.25;4890;15188;2;3;1999;2400000
3;3.25;2660;17852;2.5;3;2014;379000
3;1.5;1150;3323;2;3;1988;310000
2;2;1130;5500;1;4;1941;250000
5;2.75;2760;5000;2;3;2005;682000
3;2;1430;8919;1;3;1992;246500
3;1;1490;57381;1.5;4;1932;325000
4;2.5;2030;4997;2;3;2004;310950
3;2;3010;5000;2;5;1931;1100000
3;1;1810;7200;1;4;1954;287500
3;1;1810;7200;1;4;1954;431000
3;1;970;5000;1;3;1968;226000
3;1.75;2010;3090;1.5;5;1926;825000
4;1;1300;6030;1.5;3;1947;175000
3;1.5;1260;10350;1;3;1959;465750
4;2.25;2610;24931;2;3;1983;659000
3;1.75;1910;5753;1;3;1941;595000
3;2.25;1780;16290;2;4;1987;350000
4;2.25;1900;8600;1;4;1975;270000
6;2.25;2450;25600;1;3;1957;662500
3;1.75;1380;14000;1;4;1939;249900
3;1.75;1920;11340;1;4;1977;324500
2;1.75;1350;4003;1;3;2004;430000
2;1.75;1350;4003;1;3;2004;419950
4;1.75;2510;7440;1;4;1962;285000
4;2.5;2470;7780;2;3;2002;332000
4;1.75;1660;10725;1;3;1956;282000
3;1;1340;5175;1;3;1987;320000
3;1;1620;30736;1.5;4;1911;428750
3;2.25;2300;35287;2;3;1977;330000
4;3.5;2000;2309;3;3;2008;456500
3;2.25;1640;11050;1;4;1972;352000
4;2;1530;4080;1.5;4;1912;664000
3;1.75;4000;11894;1;3;1987;628000
3;1.75;1610;12555;1;3;1977;512000
3;2;2070;9000;1;4;1969;254000
4;2.5;1900;5790;2;3;1994;535800
3;1;1050;16050;1;4;1960;287653
3;2.5;1520;1304;2;3;2006;438000
4;1.75;2390;23899;1;3;1949;450000
5;2.75;2400;8050;2;3;1998;327000
4;2.5;1790;6120;2;3;2005;370500
3;2.5;1720;6271;2;3;1993;265000
4;2.75;2980;13260;1;4;1979;450000
3;1;1520;213444;1.5;5;1988;425000
3;1.75;1150;8690;1;4;1977;166600
1;0.75;380;15000;1;3;1963;245000
3;1;910;5212;1;3;1951;565000
3;1.75;1650;10150;1;3;1976;539900
3;3.5;2480;3200;2;3;2010;910000
4;2.5;2050;7416;2;3;1990;280000
3;2.25;1420;8549;2;4;1989;275000
3;2.5;3460;6590;2;3;2001;467000
3;2.5;1500;4445;2;3;1996;457500
2;1;1320;3090;1;4;1908;381156
5;2.5;2180;8240;1;4;1977;289999
3;1.75;1830;4160;1;3;1919;642450
3;2.25;1620;8701;1;3;1962;469950
3;2;2920;13650;1;5;1975;795000
4;2.5;3300;10514;2;3;1984;785000
3;2.25;3060;12095;2;3;1983;860000
0;0;3064;4764;3.5;3;1990;1095000
3;1;1530;8498;1;3;1959;147500
3;2;1910;11576;1;3;1978;390000
3;1;1020;8100;1;3;1954;229000
3;1;1150;8100;1;3;1932;185000
3;1.5;1260;9570;1;3;1941;414900
4;2;1920;4822;1;2;1914;200000
4;2.25;1800;9350;1;3;1969;225000
3;1.75;2040;4000;2;5;1924;720000
4;2.5;2200;4000;2;5;1908;930000
5;2.5;3200;17204;1;3;1952;1270000
5;3.25;2400;3118;2;4;1928;700000
2;1.5;1140;1058;3;3;2005;466000
3;1.5;1330;10640;1;3;1976;374000
3;2.5;1940;10035;2;4;1994;480000
3;2.5;3000;25341;2;3;1995;740000
4;1;1820;5400;1.5;3;1923;1010000
4;2.5;2910;5000;2;3;2002;395000
2;1;1090;6771;1;3;1954;340000
3;2;1230;1340;2;3;2003;209000
5;2.5;1710;7700;1.5;3;1962;431650
5;2.5;3160;11470;1;4;1971;980000
3;2.5;2680;28243;2;3;1993;660000
4;2.25;2190;9009;2;4;1977;730000
3;1.75;1260;9600;1;4;1988;291500
4;3.5;2970;14486;2;3;1997;905000
4;2.5;2570;50308;1.5;3;1993;800000
4;3.5;3810;13592;1;3;2013;839900
1;1.5;1010;1157;2;3;2007;200000
3;2;1480;6698;1;4;1979;300000
3;1.75;1250;6041;1.5;5;1942;530000
3;2.25;1654;8479;2;3;1995;314950
3;1.75;1410;9315;1;5;1960;255000
5;2.75;2160;5720;1;5;1950;550000
3;1;1400;4800;1;4;1917;435000
3;1.75;1420;8738;1;4;1966;234000
4;2.25;2500;10062;1;3;1975;615000
3;2;1410;8384;1;3;1985;205000
4;1.75;2100;7135;1;4;1955;384000
3;2.5;1750;7208;2;3;1994;324000
3;1.75;2070;5500;1;4;1946;645000
3;3.25;1570;1777;2;3;2007;570000
3;2.5;1920;5322;2;3;1999;324000
2;1;1000;10320;1;3;1943;270000
5;1.5;2120;7700;1.5;5;1962;290000
3;2;1440;9220;1;3;1965;250000
3;1.75;1660;16275;2;3;1990;342000
3;1.5;1340;8450;1;4;1958;255000
3;2.25;2380;11824;1;4;1972;800000
3;1.75;1560;4049;1.5;3;1926;451000
4;2.5;2780;10480;1;3;1967;990000
4;2.5;1860;6687;1;4;1983;288400
3;1.5;2390;4600;2;3;1920;420000
2;2.75;1370;1140;2;3;2009;359000
4;3;2570;262018;1;3;1988;390000
3;2.5;1320;2614;2;3;2005;300000
5;2.5;2520;7863;1;3;1981;545000
3;1;1250;18616;1;4;1972;288349
3;2.25;1560;35026;1;3;1985;299900
4;2;2330;5000;1.5;5;1925;891000
3;2;3660;22410;1;4;1947;1200000
4;2.5;2790;4650;2;3;2004;378000
2;1;1060;7200;1;4;1951;299995
3;2.5;2020;6564;1;3;1994;253000
3;2.25;1580;47916;1;3;1979;350000
4;3;2020;4300;1.5;3;1900;565000
2;1;970;5665;1;4;1908;315000
4;3;1490;6766;1.5;5;1915;570000
5;3.5;4390;10140;2;3;2005;971000
5;2.5;2750;5589;1.5;5;1910;915000
4;1.5;2150;23568;1;4;1950;419000
4;1.75;1810;7480;1;3;1977;260000
3;3;2230;12968;2;3;1990;1321500
3;1;2430;10720;1;3;1977;369950
3;2.5;3680;13384;2;3;1994;1029900
5;1;1410;6750;1.5;3;1929;435000
3;1.75;1330;6743;1;3;1958;601000
3;1;1490;10650;1;3;1963;460500
3;2.5;2020;1159;3;3;2000;720000
4;2.5;3130;13202;2;3;1996;851000
4;3;2670;5000;2;3;1916;550000
4;1;1980;4560;1.5;3;1920;700000
3;1.75;2100;14850;1;4;1963;323000
3;1;1350;8581;1;5;1944;345500
4;1.5;2140;7920;1;3;1959;378000
4;2;2208;5000;3;5;1917;650000
3;2;1010;7380;1;3;1982;385000
2;1;970;2970;1;3;1910;425000
4;2;1520;6174;1.5;5;1920;210000
4;2.5;2740;43101;2;3;1993;630000
3;1.75;1570;7500;1;3;1953;335000
3;1;1320;9000;1;3;1966;196500
4;2.75;2550;7636;1;3;1986;582800
3;1.75;1560;7207;1;3;1983;440000
4;2.25;2360;8616;2;4;1974;752500
3;1.75;1330;5000;2;4;1909;532500
3;1;1070;9000;1;4;1950;265000
3;1.25;1510;13737;1;4;1961;397500
3;2.5;1710;3469;2;3;1999;524250
4;2.75;2790;10819;2;3;1996;765000
4;2.5;2620;5450;2;3;2001;648000
5;2.5;2970;24759;1;4;1969;469500
3;1.75;1050;7854;1;4;1975;237500
3;1;1280;8712;1;4;1956;216000
3;1;1030;8400;1;4;1963;427200
3;2.25;1900;7800;1;4;1977;280000
5;3;3070;9804;1;4;1968;718000
2;2.75;1760;4139;2;3;2010;420000
2;1;930;5400;1;3;1952;379000
2;1;880;7683;1;3;1942;326100
3;2.5;1360;1016;3;3;2003;535000
4;2.75;2130;8560;1;3;1992;283000
3;1;1480;7469;1.5;3;1940;260000
4;1;1500;6388;1.5;4;1951;399000
3;2.25;1670;5004;2;3;1987;484950
4;1.75;2060;9828;1;4;1960;640000
4;2.5;2160;8158;1;4;1952;585000
4;2;2780;11583;1;3;1955;645000
3;2;1490;7651;1;3;1988;253000
2;1;740;6460;1;3;1953;178500
4;2.5;1860;6325;2;4;1991;291000
2;2.75;1590;20917;1.5;3;1920;199950
2;1;850;2340;1;3;1922;553500
2;1;1030;4188;1;3;1981;189950
3;2;1850;9550;1;3;1988;289000
4;2;1830;4590;2;3;1908;700000
3;2;1560;8853;1;3;1967;270000
4;1.75;1730;8320;1;3;1977;258000
3;2.5;1930;7214;2;3;2005;530000
3;2.25;1422;3677;2;3;2012;245000
3;2;1380;5000;1.5;4;1917;563000
3;2.5;2430;4203;2;3;2001;515000
4;2.5;2610;7091;2;3;1987;325000
3;2.25;2000;217800;2;3;1996;540000
2;1;920;5000;1;4;1949;280300
4;1.75;1750;5500;1.5;5;1926;460000
3;1.75;2020;8970;1;4;1981;475000
4;2.25;2460;44431;1;4;1957;900000
4;3;1780;7260;1;4;1964;538200
2;1;1080;3600;1;3;1922;429000
3;1;1250;5411;1;3;1980;164808
4;2.25;1870;7700;2;3;1977;520000
3;1.75;1700;8432;1;3;1977;475000
4;1.5;1480;47045;1;5;1942;283000
4;2.5;1930;6228;2;3;2000;321500
4;2.75;3130;21810;2;4;1993;840000
3;2.25;1370;6000;2;4;1992;287000
3;1.75;960;8106;1;3;1962;375000
3;1.75;1260;7128;1;4;1969;349500
3;1.5;1480;7749;1;5;1960;446450
4;2.5;1930;9643;2;4;1992;315000
2;1;870;5340;1.5;2;1906;271310
4;1;1300;8400;1.5;4;1953;315000
3;1.75;1490;6930;1;4;1990;245000
2;1;1380;5484;1;3;1947;543115
4;2;1190;8190;1.5;3;1945;900000
4;4.25;4250;6552;2;4;2008;2450000
2;2;1920;6045;1;3;2003;554000
3;1.75;2080;12522;1;5;1950;249900
3;2.5;3220;54160;2;4;1981;768000
4;3;3680;5854;1;3;1967;980000
5;2.5;2070;9600;1;3;1962;395000
3;1.75;1480;2200;2;3;1995;415000
4;2.5;2000;6921;2;3;2003;380000
3;2.5;1560;5259;2;3;1999;566000
2;1;1600;8961;1;4;1949;218500
4;2.5;1940;10500;1;4;1976;550000
3;1.75;1540;3000;1;3;1920;512031
2;1;820;8860;1;3;1950;197500
3;2.25;1780;8784;1;3;1977;470000
3;1.75;1560;242629;1;3;1981;590000
4;2.25;2210;8862;1;4;1977;465000
2;1.75;2040;114562;1;4;1968;499000
3;2.25;1920;11500;1;3;1972;515000
3;1.75;1930;5000;1;3;1936;716500
3;2;1700;4250;1;3;1944;410000
4;3.25;3450;6500;2;3;1994;850000
4;3.25;3440;35021;2;3;1983;1050000
4;2.5;2380;13435;2;3;1992;648000
4;2.25;2400;5350;1.5;4;1929;620000
4;4.5;5670;84267;2;3;2008;935000
3;1;1140;10320;1;4;1963;379000
3;1.75;1670;5375;1;3;1952;699000
4;2.25;1910;8005;1;3;1960;528000
3;1.75;1560;9452;1;4;1974;425000
2;1.75;1500;8645;1;4;1963;249500
5;3.25;4475;6642;2;3;2014;1035480
4;2.75;2840;11900;1;4;1961;790000
3;1;1020;18050;1;3;1969;399950
3;1.5;1410;9000;1;3;1953;275000
3;1;1520;2500;1.5;3;1912;550000
1;1;730;6890;1;4;1926;140000
3;1;1190;6250;1;3;1954;250000
3;2.25;1410;8909;2;3;1988;318000
2;1;1240;57000;1;3;1962;505000
5;2.5;2500;9248;1;3;1966;470500
3;1;1050;9206;1.5;3;1954;360000
4;2.75;2680;8500;1;4;1962;1242500
3;2.5;2380;16080;1;4;1964;986000
2;1;1060;4228;1;3;1906;515000
3;1.75;2300;41900;1;4;1939;320000
4;3;2010;7426;1;5;1951;310000
2;1;1090;5000;1;4;1942;356700
4;1.75;2320;5595;1;3;1956;775000
3;1;1040;7541;1;3;1951;325000
4;2.75;1810;8677;1.5;3;1962;208000
2;1;1150;12775;1;4;1908;825000
3;2.5;2360;11254;1;3;1990;515000
3;1.5;1970;3400;1.5;4;1929;490000
4;3;2690;28300;1;3;1954;675000
4;2.5;2080;4080;1;5;1962;360000
4;2.5;2080;4080;1;5;1962;550000
3;1.5;1370;9000;1;3;1962;225000
3;2.75;3410;9360;1.5;4;1967;500000
4;2;1850;11700;1;4;1969;385000
5;2.75;3010;12611;2;3;1994;837700
3;2.25;1530;3056;2;3;2003;448000
5;1.75;2690;21357;1;4;1952;730000
4;1.5;2810;7140;1;3;1954;575000
3;1.75;1810;7300;1;4;1976;430000
3;2.5;1560;3987;2;3;2002;435000
3;1;1010;9611;1;4;1973;241000
2;1.75;1000;1760;1;4;1924;453500
2;1.5;990;1380;3;3;2001;285000
2;1;720;4222;1;4;1942;151000
5;4.5;6070;14731;2;3;2004;1570000
5;2;2270;2400;2;3;1905;631000
2;2.5;1380;1073;2;3;2011;285000
3;1;1260;8378;1;4;1959;195000
4;2.5;2910;35679;2;4;1987;817500
3;2;1810;12825;1;4;1960;550000
4;2.5;3160;8281;2;4;1995;1127000
2;2.75;1910;1369;3;3;2002;609850
3;1;1230;4380;1;3;1947;200000
4;2.5;2960;6219;2;3;2006;367000
3;2.25;2200;8375;2;3;1988;285167
2;1.5;1270;32175;1;4;1947;275000
4;2.5;2540;12843;2;3;1992;350900
4;3.25;3030;9273;2;5;1988;660000
3;1.75;1520;8835;1;4;1957;525000
4;2.5;1560;7800;2;3;1997;262000
2;1;970;4560;1;4;1907;690000
5;3.75;3570;14648;2;3;2005;624000
3;1;1350;7740;1;4;1947;353000
4;3.5;3710;10400;2;3;2002;552500
4;1;1430;8355;1.5;4;1983;224500
3;1;940;8571;1;3;1950;239000
5;4.5;4300;12250;2;3;2004;975000
4;1.75;3990;13470;2;3;2006;1200000
3;1;1380;4000;1.5;3;1910;505000
4;1.75;2020;7865;1;4;1963;302000
3;1;1480;5670;1;3;1944;170000
2;1;1190;27007;1;4;1910;195000
5;1.5;2550;6300;1;4;1959;272000
5;1.5;2550;6300;1;4;1959;369000
3;1.5;1500;6332;1;3;1953;332500
3;2.5;3000;8250;1;4;1963;515000
3;1;1690;4250;1;3;1967;269000
4;4;4390;17832;1;4;1994;1278000
3;2.5;1560;4100;2;3;1985;303000
7;3;2940;8624;1;3;1977;420000
3;1;1130;4100;1;3;1941;400000
3;1;1020;8437;1;5;1987;225000
2;2;1310;2550;2;3;2004;219000
3;2.5;2570;9487;2;3;1989;605000
4;2;2020;6867;1;5;1942;625000
5;2;1680;3240;1;3;1906;380000
4;2;1770;7700;1.5;4;1962;620000
4;2.75;3190;10970;2;3;1994;687500
4;2;1440;7950;1;5;1962;225500
3;2;1150;6000;1;5;1956;252500
3;2.5;1860;3658;2;3;1994;510000
4;2.5;2430;5203;2;3;2003;510000
3;2.5;1940;4000;1.5;5;1906;725000
1;0;670;43377;1;3;1966;75000
2;1;880;2970;1;3;1927;492000
4;2.5;1930;14196;1;4;1977;425000
4;2.75;3120;7898;1;4;1963;1955000
3;2.5;1830;6162;2;3;1994;298900
4;2.5;3230;40319;2;4;1987;699000
2;1;700;3000;1;4;1918;310000
3;1.75;1010;8580;1;3;1961;350000
4;1.75;2460;10061;1;3;1961;790000
4;2.5;2230;5000;2;3;2003;305000
3;2.5;1570;2865;2;3;2003;315000
5;3.5;2390;6600;2;5;1977;267500
4;3.25;3460;7749;2;3;1950;1750000
6;3.5;2400;8620;2;3;1987;435000
6;4.5;2940;7500;1.5;4;1966;482500
5;5.25;8010;45517;2;3;1999;5110800
3;1.75;1570;8400;1;4;1959;439995
3;3;1520;7500;1;3;1967;460000
3;1;1070;6440;1;4;1971;194000
2;0.75;440;8313;1;4;1943;290000
4;2;2440;9600;1;5;1963;274700
4;2.5;2660;3672;2;5;1910;900000
4;4;4460;103382;2;3;2001;1150000
3;2.5;2010;3667;2;3;2008;605000
3;2.5;1450;3850;2;3;2004;359000
3;1.75;1400;9900;1;3;1951;850000
3;2;1500;2500;2;3;2002;505000
3;2.5;2500;7394;2;3;1990;565000
2;1.75;1280;7110;1;4;1955;585000
4;3.25;3380;7500;2;3;1990;328000
4;2.75;2910;18700;1;3;1957;749950
4;2.5;3060;7140;2;3;2006;826000
3;1;1330;40259;1;4;1977;535000
4;2.5;3300;101930;2;4;1991;925000
3;3.5;3250;6000;2;3;2001;875000
4;2.25;2530;9200;1;5;1976;902000
3;1;1830;13900;1;3;1951;423000
3;1;1170;11100;1;4;1968;235000
2;2;2930;14057;1;4;1980;545000
2;1;1230;7560;1;3;1961;343000
3;2.5;1620;2930;2;3;2002;334950
3;1.75;1760;5355;1;3;1956;405000
4;1;1440;8250;1;3;1959;220000
2;1;1740;8100;1;3;1947;173000
3;1;1270;3600;1.5;3;1906;655000
2;1;880;3000;1;3;1924;406000
6;2.5;2560;8320;1;3;1961;632000
5;2.75;1540;4000;1;3;1990;357000
3;1.75;1150;17585;1;3;1964;361000
2;1;770;8149;1;3;1948;277000
4;3.75;4610;40202;1;4;1980;630000
3;2.5;1850;4597;2;3;2003;254000
3;2.25;1840;8400;1;3;1961;472800
3;1.75;1490;3800;1;3;1913;263000
3;1.75;1490;3800;1;3;1913;510000
3;1;960;10125;1;4;1952;179950
4;2.25;1580;7307;1;3;1973;525000
3;2.5;1260;889;3;3;2008;479000
3;2;1940;6440;1;5;1940;651000
4;1.75;2490;7834;1;4;1958;949000
5;2.5;2520;27951;1.5;3;1942;392400
4;1.75;1760;5356;1;4;1950;585000
4;2.5;4190;7504;2;3;2004;460000
3;1;1170;4400;1;3;1951;470000
3;2.5;1600;4271;2;3;2003;245000
4;2;2760;27631;2;4;1978;500000
3;2.5;2090;8653;2;3;1989;455000
4;2.5;2320;3974;2;3;1999;485500
5;3.25;4110;7920;2;3;1921;1875000
2;1;770;17334;1;3;1978;100000
3;1.75;1410;16105;1;3;1982;307000
4;3.5;3660;14401;2;3;1994;475000
4;2.5;2180;7210;1;3;1972;330000
3;1;1110;7520;1;4;1960;130000
3;2.5;2280;7417;2;3;1998;320000
4;2.5;2820;6180;2;3;2013;735000
4;2.5;1570;9600;1;3;1972;365000
3;1.5;1200;11935;1;4;1968;234000
4;2;1710;8288;1.5;3;1970;211000
6;3.5;3000;6320;2;3;1969;680000
4;3;2800;7845;2;3;2002;457000
3;2.25;1640;7261;2;3;1989;349000
3;2.75;2030;6840;1;3;1979;360000
4;2.5;2530;10155;2;3;1998;350000
3;1;990;7420;1;5;1960;208000
2;1;790;11234;1;4;1942;250275
2;1;790;11234;1;4;1942;435000
3;1.75;1800;7763;1;3;1984;270000
3;1.75;1650;12940;1;4;1961;438000
4;2;1980;23625;2;3;1938;659000
4;2.75;2340;6350;1;4;1974;645000
4;2.5;2790;5423;2;3;1999;685100
7;3;2800;9569;1;3;1963;350000
2;1;1840;81892;1;3;1955;375000
3;1.5;1350;81549;1;2;1966;170000
4;2.5;3030;3841;3;3;2005;880000
4;2.5;1980;5000;2;3;2008;410500
4;2.5;3690;13609;2;3;1996;780000
5;4.5;3732;4426;2.5;3;2001;1225000
2;1.75;1510;6852;1;3;2005;449000
3;1.75;2000;5000;1;4;1921;546000
3;2;1760;11410;1;5;1977;317000
3;1;1270;7566;1;4;1958;276900
5;2;2620;7030;1;3;1965;399000
5;2.75;2630;10165;1;4;1976;495000
3;1.75;2270;9000;1;4;1978;258000
2;2.5;2410;102366;1;4;1912;600000
3;2.75;1120;881;3;3;1999;265000
5;2.75;3030;7000;1;4;1978;321000
5;2.25;2120;4000;1.5;4;1910;682000
4;2.5;1720;5805;2;3;2000;295700
4;2.5;2150;37981;2;3;1985;609000
3;4.5;4380;47044;2;3;1968;995000
3;2.25;2010;11817;2;4;1986;530000
5;2.5;3150;5150;2;5;1907;614000
3;2.5;2500;21780;1;3;1986;390000
3;2.5;1690;6642;2;3;2004;467000
6;2.5;3300;13501;1;3;1980;484000
3;2.5;1240;1115;3;3;2003;340000
3;2.5;2200;7201;2;3;1994;302495
3;1.75;1620;3360;1;5;1927;532500
3;2.5;2420;9592;2;3;1993;441500
4;2.5;2680;8062;1;4;1967;470000
4;3.25;4250;8570;2;3;2004;2300000
3;2.5;2400;99752;1;3;1996;590000
3;1.75;2300;12000;1;3;1942;320000
2;2;920;1201;2;3;2009;363000
4;2.25;2350;18600;2;4;1977;747500
2;2.5;2630;7957;2;3;2003;750000
4;3;2170;4000;2;4;1982;831000
3;2.5;1700;4125;2;3;2004;403000
3;2.5;2470;4565;2;3;2005;445000
3;1;1250;17380;1;4;1970;345000
3;3.5;3110;14872;1;3;2003;2260000
3;2;1530;8925;1;3;1977;371025
2;1;960;6250;1;3;1916;355000
3;1;1240;14110;1;4;1972;270000
4;2.75;2440;15349;2;4;1957;425000
3;1.75;2320;7875;1;3;1967;364808
3;2.25;1580;6561;1;3;1981;320000
4;2.5;2963;5797;2;3;2006;325000
3;2.25;2470;10290;2;3;1984;350000
3;1.5;1370;10176;1;3;1947;170000
2;1;960;28717;1;4;1984;255000
