Genero;Edad;Altura;Peso;Antecedentes_sobrepeso;Fruta_diaria;Verduras_semanales;Metodo_transporte;IMC;Estado
Hombre;49;147;33;Si;1;8;Transporte_Publico;15.27;Delgadez
Hombre;20;193;79;Si;5;9;Transporte_Publico;21.21;Normal
Hombre;19;146;37;No;1;7;Andando;17.36;Delgadez
Mujer;37;173;81;Si;2;3;Coche;27.06;Sobrepeso
Hombre;41;151;35;No;3;5;Coche;15.35;Delgadez
Hombre;20;153;41;No;3;9;Transporte_Publico;17.51;Delgadez
Hombre;40;193;99;Si;2;3;Coche;26.58;Sobrepeso
Mujer;43;160;48;Si;3;9;Andando;18.75;Normal
Hombre;59;192;85;No;3;12;Transporte_Publico;23.06;Normal
Mujer;25;171;53;No;2;8;Transporte_Publico;18.13;Delgadez
Hombre;54;170;81;No;1;6;Transporte_Publico;28.03;Sobrepeso
Mujer;23;153;64;Si;1;5;Transporte_Publico;27.34;Sobrepeso
Hombre;37;176;70;No;3;10;Coche;22.6;Normal
Hombre;24;185;84;No;2;13;Transporte_Publico;24.54;Normal
Hombre;30;156;56;No;4;14;Coche;23.01;Normal
Hombre;53;190;105;Si;1;4;Andando;29.09;Sobrepeso
Hombre;54;147;35;Si;1;4;Coche;16.2;Delgadez
Hombre;26;172;67;Si;2;13;Transporte_Publico;22.65;Normal
Hombre;31;147;54;No;4;9;Transporte_Publico;24.99;Normal
Hombre;28;166;50;Si;1;9;Transporte_Publico;18.14;Delgadez
Hombre;22;173;81;No;1;3;Coche;27.06;Sobrepeso
Hombre;60;171;73;No;2;12;Coche;24.96;Normal
Hombre;37;158;59;No;2;12;Bicicleta;23.63;Normal
Hombre;38;150;47;Si;2;8;Andando;20.89;Normal
Hombre;28;186;88;Si;1;5;Andando;25.44;Sobrepeso
Mujer;54;147;71;Si;0;4;Transporte_Publico;32.86;Obesidad
Hombre;56;178;101;No;0;1;Transporte_Publico;31.88;Obesidad
Mujer;29;177;63;No;2;14;Transporte_Publico;20.11;Normal
Hombre;65;170;68;No;4;13;Transporte_Publico;23.53;Normal
Hombre;26;186;81;No;5;12;Coche;23.41;Normal
Hombre;59;184;82;No;4;12;Transporte_Publico;24.22;Normal
Mujer;58;173;94;No;0;3;Transporte_Publico;31.41;Obesidad
Hombre;44;193;88;Si;5;13;Transporte_Publico;23.62;Normal
Mujer;46;198;99;Si;1;6;Transporte_Publico;25.25;Sobrepeso
Hombre;24;185;77;Si;2;11;Coche;22.5;Normal
Mujer;30;151;62;Si;2;3;Transporte_Publico;27.19;Sobrepeso
Mujer;48;184;79;No;3;9;Coche;23.33;Normal
Mujer;40;158;43;Si;3;6;Andando;17.22;Delgadez
Mujer;49;149;74;No;2;3;Coche;33.33;Obesidad
Mujer;61;192;115;No;2;2;Transporte_Publico;31.2;Obesidad
Mujer;63;188;102;No;2;6;Coche;28.86;Sobrepeso
Mujer;47;153;62;No;2;5;Transporte_Publico;26.49;Sobrepeso
Hombre;32;186;94;No;1;5;Andando;27.17;Sobrepeso
Hombre;46;198;102;No;1;4;Transporte_Publico;26.02;Sobrepeso
Hombre;45;177;71;Si;4;14;Transporte_Publico;22.66;Normal
Mujer;47;193;106;No;1;5;Transporte_Publico;28.46;Sobrepeso
Hombre;34;177;67;Si;4;9;Transporte_Publico;21.39;Normal
Hombre;29;154;56;Si;2;12;Transporte_Publico;23.61;Normal
Mujer;49;180;70;Si;5;9;Transporte_Publico;21.6;Normal
Mujer;48;159;75;No;2;5;Transporte_Publico;29.67;Sobrepeso
Hombre;56;196;77;Si;3;12;Transporte_Publico;20.04;Normal
Hombre;26;150;38;No;1;2;Transporte_Publico;16.89;Delgadez
Hombre;63;159;45;Si;2;3;Coche;17.8;Delgadez
Mujer;47;171;88;No;1;1;Coche;30.09;Obesidad
Mujer;18;164;79;No;2;6;Transporte_Publico;29.37;Sobrepeso
Hombre;58;184;74;No;4;14;Transporte_Publico;21.86;Normal
Mujer;62;146;65;No;1;4;Transporte_Publico;30.49;Obesidad
Mujer;59;169;94;Si;0;4;Transporte_Publico;32.91;Obesidad
Hombre;38;195;78;No;3;12;Transporte_Publico;20.51;Normal
Hombre;31;147;62;No;1;5;Transporte_Publico;28.69;Sobrepeso
Mujer;41;153;39;No;3;4;Transporte_Publico;16.66;Delgadez
Hombre;41;177;79;No;2;4;Transporte_Publico;25.22;Sobrepeso
Hombre;53;155;53;No;2;11;Coche;22.06;Normal
Hombre;53;193;75;Si;5;10;Transporte_Publico;20.13;Normal
Hombre;54;181;91;No;2;5;Andando;27.78;Sobrepeso
Mujer;22;197;117;Si;0;4;Transporte_Publico;30.15;Obesidad
Hombre;61;153;48;No;2;14;Coche;20.5;Normal
Hombre;23;171;57;No;2;9;Coche;19.49;Normal
Mujer;21;196;105;No;2;5;Transporte_Publico;27.33;Sobrepeso
Mujer;57;197;105;Si;2;5;Transporte_Publico;27.06;Sobrepeso
Mujer;37;166;86;Si;1;2;Transporte_Publico;31.21;Obesidad
Mujer;34;194;75;Si;4;9;Transporte_Publico;19.93;Normal
Mujer;37;191;72;No;5;12;Transporte_Publico;19.74;Normal
Mujer;40;195;92;Si;2;7;Transporte_Publico;24.19;Normal
Hombre;64;184;96;Si;2;5;Transporte_Publico;28.36;Sobrepeso
Mujer;52;168;75;No;2;4;Transporte_Publico;26.57;Sobrepeso
Mujer;56;149;67;Si;0;3;Transporte_Publico;30.18;Obesidad
Mujer;44;175;98;No;1;4;Transporte_Publico;32;Obesidad
Hombre;52;178;58;No;3;8;Transporte_Publico;18.31;Delgadez
Mujer;58;159;73;No;1;6;Transporte_Publico;28.88;Sobrepeso
Mujer;48;182;82;No;2;9;Transporte_Publico;24.76;Normal
Hombre;28;179;82;Si;1;3;Transporte_Publico;25.59;Sobrepeso
Mujer;29;160;72;No;2;5;Transporte_Publico;28.13;Sobrepeso
Mujer;53;179;88;No;1;5;Transporte_Publico;27.46;Sobrepeso
Mujer;45;184;67;Si;5;7;Coche;19.79;Normal
Hombre;44;192;84;Si;3;7;Transporte_Publico;22.79;Normal
Hombre;20;167;50;Si;3;5;Transporte_Publico;17.93;Delgadez
Hombre;26;156;64;Si;1;3;Bicicleta;26.3;Sobrepeso
Hombre;53;193;112;Si;2;4;Andando;30.07;Obesidad
Mujer;56;182;80;Si;3;13;Transporte_Publico;24.15;Normal
Hombre;49;197;81;No;5;11;Transporte_Publico;20.87;Normal
Hombre;39;152;41;Si;3;8;Transporte_Publico;17.75;Delgadez
Hombre;29;173;89;Si;1;6;Coche;29.74;Sobrepeso
Hombre;29;146;64;Si;0;3;Bicicleta;30.02;Obesidad
Mujer;24;198;114;Si;2;6;Transporte_Publico;29.08;Sobrepeso
Hombre;19;148;51;Si;4;13;Bicicleta;23.28;Normal
Hombre;38;196;95;Si;3;9;Transporte_Publico;24.73;Normal
Hombre;18;191;77;Si;3;11;Transporte_Publico;21.11;Normal
Mujer;50;192;108;No;2;3;Transporte_Publico;29.3;Sobrepeso
Mujer;53;191;84;No;5;10;Transporte_Publico;23.03;Normal
Mujer;28;179;99;Si;1;3;Transporte_Publico;30.9;Obesidad
Mujer;18;196;116;No;2;4;Transporte_Publico;30.2;Obesidad
Mujer;52;177;59;No;4;10;Transporte_Publico;18.83;Normal
Mujer;45;161;41;No;2;3;Transporte_Publico;15.82;Delgadez
Mujer;33;171;84;Si;1;4;Transporte_Publico;28.73;Sobrepeso
Mujer;46;184;69;Si;2;12;Transporte_Publico;20.38;Normal
Mujer;57;164;52;Si;2;12;Transporte_Publico;19.33;Normal
Hombre;30;171;92;Si;0;1;Transporte_Publico;31.46;Obesidad
Hombre;45;171;54;Si;2;6;Transporte_Publico;18.47;Delgadez
Hombre;59;176;96;No;1;1;Transporte_Publico;30.99;Obesidad
Mujer;19;149;49;No;2;10;Transporte_Publico;22.07;Normal
Mujer;20;176;66;No;2;13;Transporte_Publico;21.31;Normal
Mujer;33;186;110;No;1;1;Transporte_Publico;31.8;Obesidad
Mujer;51;194;74;Si;5;8;Transporte_Publico;19.66;Normal
Mujer;36;175;93;No;0;4;Transporte_Publico;30.37;Obesidad
Mujer;42;159;42;No;2;6;Transporte_Publico;16.61;Delgadez
Mujer;56;150;51;No;3;8;Transporte_Publico;22.67;Normal
Mujer;53;193;79;Si;3;8;Transporte_Publico;21.21;Normal
Mujer;28;153;76;No;2;3;Transporte_Publico;32.47;Obesidad
Mujer;26;180;66;Si;4;11;Transporte_Publico;20.37;Normal
Mujer;54;196;111;Si;2;4;Transporte_Publico;28.89;Sobrepeso
Mujer;65;160;65;No;2;3;Transporte_Publico;25.39;Sobrepeso
Mujer;25;167;67;No;5;9;Transporte_Publico;24.02;Normal
Mujer;33;195;84;No;4;7;Transporte_Publico;22.09;Normal
Mujer;63;183;81;Si;2;13;Transporte_Publico;24.19;Normal
Mujer;19;152;36;Si;1;9;Transporte_Publico;15.58;Delgadez
Mujer;52;194;82;Si;3;7;Transporte_Publico;21.79;Normal
Mujer;40;196;112;No;2;4;Transporte_Publico;29.15;Sobrepeso
Mujer;29;152;32;No;1;5;Transporte_Publico;13.85;Delgadez
Mujer;42;173;82;No;1;3;Transporte_Publico;27.4;Sobrepeso
Mujer;35;168;51;Si;3;5;Transporte_Publico;18.07;Delgadez
Hombre;18;146;70;Si;0;2;Coche;32.84;Obesidad
Hombre;34;168;72;No;2;6;Coche;25.51;Sobrepeso
Hombre;58;192;91;Si;4;9;Coche;24.69;Normal
Hombre;30;190;105;Si;1;5;Transporte_Publico;29.09;Sobrepeso
Hombre;30;167;50;Si;3;9;Transporte_Publico;17.93;Delgadez
Hombre;33;197;118;Si;0;2;Transporte_Publico;30.41;Obesidad
Mujer;22;147;62;Si;1;3;Transporte_Publico;28.69;Sobrepeso
Mujer;57;192;111;Si;1;1;Transporte_Publico;30.11;Obesidad
Mujer;63;188;94;Si;2;5;Transporte_Publico;26.6;Sobrepeso
Mujer;55;188;89;Si;2;6;Transporte_Publico;25.18;Sobrepeso
Mujer;37;153;41;Si;3;8;Transporte_Publico;17.51;Delgadez
Mujer;27;152;73;Si;2;2;Transporte_Publico;31.6;Obesidad
Mujer;49;183;74;Si;2;9;Transporte_Publico;22.1;Normal
Mujer;64;181;106;No;0;3;Transporte_Publico;32.36;Obesidad
Mujer;52;191;84;No;4;13;Transporte_Publico;23.03;Normal
Mujer;21;151;52;No;5;11;Transporte_Publico;22.81;Normal
Mujer;65;190;87;Si;3;7;Transporte_Publico;24.1;Normal
Mujer;36;179;87;Si;1;3;Transporte_Publico;27.15;Sobrepeso
Mujer;30;172;74;Si;2;5;Transporte_Publico;25.01;Sobrepeso
Mujer;34;178;61;No;2;12;Transporte_Publico;19.25;Normal
Mujer;30;185;77;Si;5;13;Transporte_Publico;22.5;Normal
Hombre;49;148;60;Si;2;6;Transporte_Publico;27.39;Sobrepeso
Hombre;37;198;87;Si;4;12;Transporte_Publico;22.19;Normal
Hombre;58;148;32;Si;1;9;Transporte_Publico;14.61;Delgadez
Hombre;26;160;64;Si;5;11;Transporte_Publico;25;Normal
Hombre;51;180;105;No;2;3;Transporte_Publico;32.41;Obesidad
Hombre;47;149;41;Si;3;8;Transporte_Publico;18.47;Delgadez
Hombre;61;197;95;No;2;9;Coche;24.48;Normal
Hombre;55;184;89;No;2;5;Coche;26.29;Sobrepeso
Hombre;39;198;83;Si;4;13;Coche;21.17;Normal
Mujer;59;193;96;No;2;5;Transporte_Publico;25.77;Sobrepeso
Mujer;40;188;72;Si;2;11;Transporte_Publico;20.37;Normal
Mujer;34;175;97;No;1;4;Transporte_Publico;31.67;Obesidad
Hombre;49;167;82;Si;1;3;Coche;29.4;Sobrepeso
Hombre;36;186;102;No;2;4;Coche;29.48;Sobrepeso
Hombre;27;171;77;Si;1;6;Coche;26.33;Sobrepeso
Mujer;38;161;58;No;2;11;Transporte_Publico;22.38;Normal
Mujer;47;166;80;No;1;5;Transporte_Publico;29.03;Sobrepeso
Mujer;59;157;62;No;2;3;Transporte_Publico;25.15;Sobrepeso
Mujer;49;177;71;No;4;8;Transporte_Publico;22.66;Normal
Mujer;64;192;94;No;1;6;Transporte_Publico;25.5;Sobrepeso
Mujer;53;150;35;Si;2;7;Transporte_Publico;15.56;Delgadez
Mujer;41;152;38;Si;2;6;Transporte_Publico;16.45;Delgadez
Mujer;40;148;43;Si;4;14;Transporte_Publico;19.63;Normal
Mujer;28;165;48;Si;1;5;Transporte_Publico;17.63;Delgadez
Mujer;32;146;30;Si;2;4;Transporte_Publico;14.07;Delgadez
Mujer;32;191;105;No;1;5;Transporte_Publico;28.78;Sobrepeso
Mujer;26;180;81;No;2;9;Transporte_Publico;25;Normal
Hombre;61;155;39;No;3;2;Coche;16.23;Delgadez
Hombre;62;167;67;No;2;14;Coche;24.02;Normal
Hombre;57;176;81;No;2;6;Coche;26.15;Sobrepeso
Mujer;28;189;108;Si;0;3;Transporte_Publico;30.23;Obesidad
Mujer;62;197;86;No;3;8;Transporte_Publico;22.16;Normal
Mujer;46;147;46;Si;2;10;Transporte_Publico;21.29;Normal
Mujer;62;150;56;Si;2;8;Transporte_Publico;24.89;Normal
Mujer;63;174;59;No;3;10;Transporte_Publico;19.49;Normal
Mujer;39;192;107;Si;1;6;Transporte_Publico;29.03;Sobrepeso
Mujer;63;184;95;Si;1;4;Transporte_Publico;28.06;Sobrepeso
Mujer;39;158;63;No;2;6;Transporte_Publico;25.24;Sobrepeso
Mujer;63;150;49;No;3;8;Transporte_Publico;21.78;Normal
Hombre;25;189;77;Si;2;11;Coche;21.56;Normal
Hombre;53;180;81;No;5;7;Coche;25;Normal
Hombre;62;152;74;No;1;2;Coche;32.03;Obesidad
Hombre;18;164;50;Si;4;11;Coche;18.59;Normal
Hombre;28;147;48;No;4;9;Coche;22.21;Normal
Hombre;27;189;95;Si;2;3;Coche;26.6;Sobrepeso
Hombre;43;155;67;Si;1;3;Transporte_Publico;27.89;Sobrepeso
Hombre;31;183;82;No;3;7;Transporte_Publico;24.49;Normal
Hombre;63;195;113;Si;1;5;Transporte_Publico;29.72;Sobrepeso
Mujer;58;151;63;Si;1;5;Transporte_Publico;27.63;Sobrepeso
Mujer;65;183;81;Si;3;9;Transporte_Publico;24.19;Normal
Mujer;56;170;60;No;4;11;Transporte_Publico;20.76;Normal
Mujer;37;159;42;Si;3;2;Transporte_Publico;16.61;Delgadez
Mujer;21;156;50;Si;2;14;Transporte_Publico;20.55;Normal
Mujer;32;158;58;No;2;7;Transporte_Publico;23.23;Normal
Hombre;32;194;118;Si;0;2;Transporte_Publico;31.35;Obesidad
Hombre;39;188;111;Si;0;1;Transporte_Publico;31.41;Obesidad
Hombre;43;194;117;No;1;1;Transporte_Publico;31.09;Obesidad
Hombre;30;154;56;Si;2;12;Transporte_Publico;23.61;Normal
Mujer;46;148;62;Si;1;6;Transporte_Publico;28.31;Sobrepeso
Mujer;56;155;38;No;1;9;Transporte_Publico;15.82;Delgadez
Mujer;64;148;40;No;1;4;Transporte_Publico;18.26;Delgadez
Mujer;22;154;49;Si;2;9;Transporte_Publico;20.66;Normal
Mujer;51;177;84;No;2;5;Transporte_Publico;26.81;Sobrepeso
Mujer;30;190;95;No;1;3;Transporte_Publico;26.32;Sobrepeso
Mujer;28;173;61;No;5;10;Transporte_Publico;20.38;Normal
Hombre;64;172;58;Si;2;12;Coche;19.61;Normal
Mujer;64;150;37;Si;1;7;Transporte_Publico;16.44;Delgadez
Mujer;27;180;94;Si;1;3;Transporte_Publico;29.01;Sobrepeso
Mujer;44;172;54;Si;2;2;Transporte_Publico;18.25;Delgadez
Mujer;23;168;58;No;3;13;Transporte_Publico;20.55;Normal
Mujer;59;191;106;No;2;3;Transporte_Publico;29.06;Sobrepeso
Mujer;53;161;71;No;2;4;Transporte_Publico;27.39;Sobrepeso
Hombre;34;147;64;Si;2;5;Transporte_Publico;29.62;Sobrepeso
Hombre;49;193;114;No;0;4;Transporte_Publico;30.6;Obesidad
Hombre;41;166;68;Si;5;11;Coche;24.68;Normal
Mujer;45;157;44;No;2;4;Transporte_Publico;17.85;Delgadez
Hombre;61;188;103;Si;2;6;Coche;29.14;Sobrepeso
Mujer;35;169;53;Si;2;10;Transporte_Publico;18.56;Normal
Mujer;49;161;81;No;1;3;Transporte_Publico;31.25;Obesidad
Mujer;64;166;56;Si;3;9;Transporte_Publico;20.32;Normal
Mujer;23;180;105;No;1;2;Transporte_Publico;32.41;Obesidad
Hombre;29;158;81;Si;1;1;Coche;32.45;Obesidad
Mujer;42;193;79;Si;2;7;Transporte_Publico;21.21;Normal
Mujer;50;185;91;No;1;6;Transporte_Publico;26.59;Sobrepeso
Mujer;56;180;64;No;5;10;Transporte_Publico;19.75;Normal
Hombre;39;158;38;No;1;6;Coche;15.22;Delgadez
Hombre;39;160;66;Si;2;3;Coche;25.78;Sobrepeso
Hombre;55;192;109;No;2;3;Transporte_Publico;29.57;Sobrepeso
Mujer;32;192;92;Si;5;14;Transporte_Publico;24.96;Normal
Mujer;56;154;71;No;2;3;Transporte_Publico;29.94;Obesidad
Hombre;27;198;90;No;5;10;Transporte_Publico;22.96;Normal
Hombre;39;150;31;No;3;7;Transporte_Publico;13.78;Delgadez
Hombre;55;166;49;No;1;2;Coche;17.78;Delgadez
Mujer;29;181;75;Si;5;14;Transporte_Publico;22.89;Normal
Mujer;46;152;48;Si;2;14;Transporte_Publico;20.78;Normal
Mujer;37;148;71;No;2;4;Transporte_Publico;32.41;Obesidad
Mujer;47;176;93;No;1;1;Transporte_Publico;30.02;Obesidad
Mujer;56;148;41;No;5;11;Transporte_Publico;18.72;Normal
Mujer;47;157;72;No;1;3;Transporte_Publico;29.21;Sobrepeso
Mujer;47;190;79;Si;3;13;Transporte_Publico;21.88;Normal
Mujer;48;174;92;No;2;4;Transporte_Publico;30.39;Obesidad
Mujer;55;155;37;Si;3;6;Transporte_Publico;15.4;Delgadez
Mujer;34;161;80;No;2;3;Transporte_Publico;30.86;Obesidad
Mujer;23;196;80;No;5;10;Transporte_Publico;20.82;Normal
Mujer;59;186;108;No;1;4;Transporte_Publico;31.22;Obesidad
Mujer;42;175;79;No;1;3;Transporte_Publico;25.8;Sobrepeso
Mujer;59;196;98;Si;1;5;Transporte_Publico;25.51;Sobrepeso
Mujer;34;164;88;No;0;1;Transporte_Publico;32.72;Obesidad
Mujer;41;152;64;No;2;3;Transporte_Publico;27.7;Sobrepeso
Mujer;54;190;85;Si;5;13;Transporte_Publico;23.55;Normal
Mujer;20;164;49;Si;2;5;Transporte_Publico;18.22;Delgadez
Mujer;40;149;39;No;1;2;Transporte_Publico;17.57;Delgadez
Mujer;64;162;52;Si;2;13;Transporte_Publico;19.81;Normal
Mujer;45;147;69;Si;0;1;Transporte_Publico;31.93;Obesidad
Mujer;51;169;49;No;3;5;Transporte_Publico;17.16;Delgadez
Hombre;22;180;87;No;1;5;Coche;26.85;Sobrepeso
Hombre;25;155;47;No;4;14;Coche;19.56;Normal
Hombre;31;155;72;No;0;4;Coche;29.97;Obesidad
Hombre;57;196;84;No;4;8;Transporte_Publico;21.87;Normal
Mujer;56;168;65;No;4;10;Transporte_Publico;23.03;Normal
Hombre;52;164;69;No;1;4;Transporte_Publico;25.65;Sobrepeso
Mujer;55;172;97;No;0;1;Transporte_Publico;32.79;Obesidad
Mujer;57;188;112;No;0;2;Transporte_Publico;31.69;Obesidad
Mujer;32;180;83;No;1;4;Transporte_Publico;25.62;Sobrepeso
Mujer;41;158;40;Si;1;3;Transporte_Publico;16.02;Delgadez
Mujer;37;152;43;No;2;12;Transporte_Publico;18.61;Normal
Mujer;49;189;75;Si;5;7;Transporte_Publico;21;Normal
Mujer;18;186;100;Si;2;6;Transporte_Publico;28.91;Sobrepeso
Hombre;30;170;79;Si;1;5;Transporte_Publico;27.34;Sobrepeso
Mujer;24;182;65;No;2;14;Transporte_Publico;19.62;Normal
Mujer;54;170;76;Si;1;4;Transporte_Publico;26.3;Sobrepeso
Mujer;39;164;63;Si;2;14;Transporte_Publico;23.42;Normal
Mujer;47;198;103;No;1;6;Transporte_Publico;26.27;Sobrepeso
Mujer;51;193;101;Si;2;4;Transporte_Publico;27.11;Sobrepeso
Mujer;54;170;85;Si;1;4;Transporte_Publico;29.41;Sobrepeso
Mujer;50;177;81;No;2;3;Transporte_Publico;25.85;Sobrepeso
Hombre;33;190;108;No;2;2;Transporte_Publico;29.92;Obesidad
Mujer;64;168;64;No;3;8;Transporte_Publico;22.68;Normal
Hombre;46;174;65;No;5;11;Transporte_Publico;21.47;Normal
Hombre;61;162;60;Si;2;14;Transporte_Publico;22.86;Normal
Hombre;37;189;102;No;2;5;Transporte_Publico;28.55;Sobrepeso
Hombre;52;194;87;Si;5;11;Transporte_Publico;23.12;Normal
Hombre;41;197;101;No;1;4;Coche;26.02;Sobrepeso
Hombre;49;197;85;Si;5;10;Coche;21.9;Normal
Hombre;34;198;109;Si;1;5;Coche;27.8;Sobrepeso
Mujer;43;148;52;No;2;13;Transporte_Publico;23.74;Normal
Mujer;64;173;90;Si;1;2;Transporte_Publico;30.07;Obesidad
Mujer;28;197;93;No;4;10;Transporte_Publico;23.96;Normal
Hombre;53;175;96;No;1;1;Coche;31.35;Obesidad
Hombre;44;177;80;Si;1;3;Coche;25.54;Sobrepeso
Hombre;43;184;109;No;2;2;Coche;32.2;Obesidad
Mujer;49;161;59;No;5;10;Transporte_Publico;22.76;Normal
Hombre;30;171;85;No;1;6;Transporte_Publico;29.07;Sobrepeso
Mujer;36;166;71;Si;1;5;Transporte_Publico;25.77;Sobrepeso
Mujer;25;148;60;No;1;5;Transporte_Publico;27.39;Sobrepeso
Mujer;18;167;91;Si;1;3;Transporte_Publico;32.63;Obesidad
Mujer;62;152;51;No;3;11;Transporte_Publico;22.07;Normal
Mujer;23;162;45;No;1;3;Transporte_Publico;17.15;Delgadez
Mujer;44;196;90;Si;4;9;Transporte_Publico;23.43;Normal
Mujer;51;191;106;No;2;6;Transporte_Publico;29.06;Sobrepeso
Mujer;19;163;53;No;4;8;Transporte_Publico;19.95;Normal
Mujer;40;182;88;Si;1;5;Transporte_Publico;26.57;Sobrepeso
Mujer;40;149;73;Si;0;4;Transporte_Publico;32.88;Obesidad
Hombre;41;193;103;Si;2;5;Coche;27.65;Sobrepeso
Hombre;25;167;75;No;2;6;Coche;26.89;Sobrepeso
Hombre;49;149;65;Si;2;6;Coche;29.28;Sobrepeso
Mujer;26;159;55;Si;3;9;Transporte_Publico;21.76;Normal
Mujer;31;159;72;Si;2;4;Transporte_Publico;28.48;Sobrepeso
Mujer;24;161;77;No;2;5;Transporte_Publico;29.71;Sobrepeso
Mujer;65;193;90;Si;4;14;Transporte_Publico;24.16;Normal
Mujer;38;185;89;No;2;3;Transporte_Publico;26;Sobrepeso
Mujer;44;191;83;Si;2;13;Transporte_Publico;22.75;Normal
Mujer;60;147;57;Si;1;5;Transporte_Publico;26.38;Sobrepeso
Mujer;62;176;78;No;1;4;Transporte_Publico;25.18;Sobrepeso
Mujer;42;148;57;No;2;3;Transporte_Publico;26.02;Sobrepeso
Hombre;38;190;84;No;3;13;Coche;23.27;Normal
Hombre;43;187;112;No;2;1;Coche;32.03;Obesidad
Hombre;52;156;71;No;2;5;Coche;29.17;Sobrepeso
Hombre;44;152;67;Si;1;5;Coche;29;Sobrepeso
Hombre;37;181;80;Si;5;10;Coche;24.42;Normal
Hombre;31;160;66;No;2;5;Coche;25.78;Sobrepeso
Hombre;52;189;98;Si;1;5;Transporte_Publico;27.43;Sobrepeso
Hombre;57;148;61;No;2;6;Transporte_Publico;27.85;Sobrepeso
Hombre;48;185;72;No;3;14;Transporte_Publico;21.04;Normal
Mujer;51;194;91;No;5;10;Transporte_Publico;24.18;Normal
Mujer;40;189;96;No;1;5;Transporte_Publico;26.87;Sobrepeso
Mujer;59;164;58;No;5;8;Transporte_Publico;21.56;Normal
Mujer;58;193;94;No;2;6;Transporte_Publico;25.24;Sobrepeso
Mujer;51;195;113;No;1;4;Transporte_Publico;29.72;Sobrepeso
Mujer;56;150;47;No;5;11;Transporte_Publico;20.89;Normal
Hombre;57;167;72;No;2;5;Transporte_Publico;25.82;Sobrepeso
Hombre;43;146;48;Si;2;13;Transporte_Publico;22.52;Normal
Hombre;25;197;107;No;2;6;Transporte_Publico;27.57;Sobrepeso
Hombre;51;192;72;Si;5;7;Coche;19.53;Normal
Hombre;61;182;81;Si;2;9;Transporte_Publico;24.45;Normal
Hombre;19;155;56;No;3;14;Coche;23.31;Normal
Hombre;25;167;58;Si;2;10;Transporte_Publico;20.8;Normal
Hombre;38;176;62;Si;3;9;Transporte_Publico;20.02;Normal
Hombre;31;150;66;No;2;3;Transporte_Publico;29.33;Sobrepeso
Mujer;40;168;84;No;2;6;Coche;29.76;Sobrepeso
Hombre;20;197;120;Si;1;3;Transporte_Publico;30.92;Obesidad
Hombre;39;187;98;No;1;3;Transporte_Publico;28.02;Sobrepeso
Mujer;45;151;62;No;1;3;Transporte_Publico;27.19;Sobrepeso
Hombre;62;188;83;Si;5;9;Transporte_Publico;23.48;Normal
Mujer;60;179;73;No;3;7;Coche;22.78;Normal
Mujer;27;165;51;Si;2;8;Transporte_Publico;18.73;Normal
Hombre;63;193;115;No;0;2;Transporte_Publico;30.87;Obesidad
Mujer;60;168;87;No;2;2;Coche;30.82;Obesidad
Mujer;27;188;80;Si;4;12;Coche;22.63;Normal
Mujer;36;175;73;No;4;12;Transporte_Publico;23.84;Normal
Hombre;33;175;62;No;5;11;Transporte_Publico;20.24;Normal
Hombre;31;190;86;Si;2;12;Transporte_Publico;23.82;Normal
Hombre;56;159;53;No;5;13;Transporte_Publico;20.96;Normal
Mujer;42;147;72;Si;1;1;Coche;33.32;Obesidad
Hombre;19;184;68;Si;2;8;Coche;20.09;Normal
Hombre;44;174;54;No;2;8;Transporte_Publico;17.84;Delgadez
Hombre;29;167;82;Si;1;6;Transporte_Publico;29.4;Sobrepeso
Hombre;20;181;98;No;1;1;Transporte_Publico;29.91;Obesidad
Hombre;37;148;58;No;2;6;Transporte_Publico;26.48;Sobrepeso
Mujer;29;188;71;Si;5;9;Transporte_Publico;20.09;Normal
Hombre;21;183;103;No;0;4;Transporte_Publico;30.76;Obesidad
Mujer;31;173;85;No;1;4;Transporte_Publico;28.4;Sobrepeso
Mujer;60;166;66;No;2;7;Transporte_Publico;23.95;Normal
Hombre;42;148;29;No;3;8;Transporte_Publico;13.24;Delgadez
Hombre;26;171;95;No;0;2;Transporte_Publico;32.49;Obesidad
Mujer;40;191;97;No;1;4;Coche;26.59;Sobrepeso
Hombre;36;156;43;Si;3;5;Transporte_Publico;17.67;Delgadez
Hombre;35;157;60;Si;4;7;Transporte_Publico;24.34;Normal
Hombre;50;167;64;Si;3;11;Transporte_Publico;22.95;Normal
Mujer;31;188;81;No;4;10;Transporte_Publico;22.92;Normal
Mujer;32;180;70;No;3;14;Coche;21.6;Normal
Hombre;27;158;49;No;2;10;Transporte_Publico;19.63;Normal
Mujer;22;159;57;Si;3;12;Transporte_Publico;22.55;Normal
Mujer;48;169;89;Si;2;1;Transporte_Publico;31.16;Obesidad
Mujer;43;183;96;Si;1;6;Transporte_Publico;28.67;Sobrepeso
Mujer;44;162;54;No;5;9;Coche;20.58;Normal
Hombre;18;197;115;Si;2;5;Coche;29.63;Sobrepeso
Mujer;62;184;90;Si;2;3;Coche;26.58;Sobrepeso
Hombre;65;148;49;No;4;8;Transporte_Publico;22.37;Normal
Mujer;57;180;102;Si;2;4;Transporte_Publico;31.48;Obesidad
Mujer;30;191;110;Si;1;4;Transporte_Publico;30.15;Obesidad
Mujer;52;176;57;Si;3;3;Transporte_Publico;18.4;Delgadez
Mujer;52;153;78;Si;1;2;Transporte_Publico;33.32;Obesidad
Hombre;26;193;81;Si;5;7;Coche;21.75;Normal
